proposal_id,sentence_id,text,label
12671,2,A demas de informar que no son aptas para uso de congelar alimentos como muchos mayores hacen.,0
12671,3,Faltan en el parque M-40 ya que hay muchos perretes,1
12691,1,"Las paradas de autobus estan bien y dan bastante resguardo a las inclemencias del tiempo, pero la marquesina publicitaria que esta a la derecha (vista desde enfrente) no permite ver llegar al bus.",0
12763,1,"Propongo mas limpieza de aceras y calles, ya que en numerosas ocasiones pasan 3 o 4 dias sin que nadie las limpie , con bolsas de basura al lado de las papeleras y estas sin vaciar .",1
12803,1,"Tubos de escape de los autos tienen silenciador y solo esta permitido un maximo de decibeles de ruido, pero los ciclomotores y motos circulan sin control en la via publica, ciclomotores 99% trucados.",1
12841,1,El articulo 37 del reglamento prohibe el acceso a menores de 16 anos a los gimasios municipales aunque vaya con su padre como responsable.,1
12867,1,"El objetivo de las sanciones supongo que es disuadir aparte de recaudar, pues si la sancion estuviera acorde con el poder adquisitivo creo que mejoraria el disuasorio.",1
12927,1,"Solicito mas control a la hora de entregar becas universitarias, ya que se entregan a ciudadanos con muchos recursos o pocos y no se tiene en cuenta al ciudadano medio.",1
12979,1,"Creo que es de las pocas zonas cercanas al centro de Madrid que carece de una parada de BiciMad, yo soy vecino de la zona y creo que nos vendria bien ya que esta lleno de cuestas (av Pablo Iglesias)",1
12987,1,"Sin nada en contra de los Refugiados Sirios, pero creemos que la pancarta que cuelga del ayuntamiento ya huele mucho a rancio.",0
12987,2,"Cambienla por una que diga: 'Madrid, ciudad libre de machismo'.",0
13027,1,"arreglar las alcantarillas porque cuando llueve ,la ciudad parece una piscina .",1
13027,2,a parte de que las ratas pueden salir al exterior como ocurrio el ano pasado,0
13100,1,"Existe la mala costumbre de despilfarrar energia innecesariamente, por ejemplo: un coche parado pero con el motor en marcha!",0
13100,2,Es perjudicial!,0
13100,3,Urge: grabacion y denuncia por agentes y ciudadanos!,0
13126,1,"Ampliacion de la linea EMT 215 hasta Glorieta de Bilbao o Parque del Oeste, dado que es la unica linea de autobus en la zona del Parque de Roma.",1
13126,2,Actualmente va del Parque de Roma a Felipe II.,0
13139,1,"El Ensanche de Vallecas tiene calles amplias pero les faltan arboles, que den sombra y que purifiquen el aire.",0
13139,2,1) Que el Ayto haga estudio de necesidad.,0
13139,3,2) Ayto dote de arboles.,0
13139,4,"3) Vecinas, planten.",0
13172,1,Este parque fue disenado para realizar alli las olimpiadas pero como Madrid no gano lo dejaron a medio terminar.,1
13212,1,"Incongruencia es pertenecer centros de salud, colegios , polideportivos y M.Hacienda que son del Barrio del Pilar pero no a tu numero de tarjeta.",1
13379,1,"Incrementar anualmente el importe del impuesto municipal (con la formula que se considere mas oportuna, mi propuesta era exponencialmente pero quiza es demasido) por cada ano que permanezca vacio:",0
13404,1,RIEGUEN LOS PARQUES DE VILLA DE VALLECAS.,0
13404,2,"Existen muchas zonas verdes, hasta un Bulevar de la Naturaleza, pero solo en los planos, porque en realidad estan SECOS TODOS, incluso alguno sin 'inagurar' .",1
13409,1,He vivido toda mi vida al lado del Manzanares.,0
13409,2,Este Puente ha sufrido una evolucion muy drastica.,0
13409,3,"Es un puente, a dia de hoy, muy poco seguro porque sus muros son demasiado bajos y esto es peligroso.",1
13465,1,"Dotar al parque del arroyo de Valdebebas en Sanchinarro de cesped y agua en el cauce del rio, ya que actualmente sirve de estercolero.",1
13465,2,Limpieza del parque y cuidados.,0
13586,1,"tenemos un descampado al lado del parque que esta siempre lleno de coches y muy sucio , podrian ampliar el parque ya que es una zona rodeada de guarderia , instituto y escuela de musica.",1
13603,1,"Un parque como este es un lujo para los ciudadanos, pero si no se adecuan sus horarios a su disponibilidad no sirve de nada.",0
13603,2,Con este nuevo horario muchos podriamos hacer deporte antes de trabajar,0
13636,1,Iluminacion de la fachada de la estacion de atocha ( aunque solo sea por ciertas horas los fines de semana ),0
13697,1,"Creo que hay muchos vecinos que vivimos por la zona las aguilas que o nos bajamos en san ignacio o en aluche pero el recorrido entre aluche, las aguilas y aviacion cuatro-vientos",0
13698,1,Hay muchos usuarios que se quedan sin transporte publico en sus zonas de residencia porque en muchos lugares solo existe la renfe y no pueden volver salvo buho.,1
13718,1,Remodelacion si pero sin prohibicion de entrada a vehiculos,0
13745,1,"Detras de Lisboa, Madrid es la SEGUNDA capital Europea con mas horas solares al ano.",0
13745,2,"Si usted vive en una comunidad, porque no se aprovecha la energia solar en el tejado comun?",1
13754,1,"uno de los mayores problemas de esta ciudad es la contaminacion, y que no se habla de ella, pero la respiramos tod@s; no sirve crear parques sino se limpia el aire: hay muchas medidas ya inventadas.",1
13870,1,"Ya hay un aparcamiento disuasorio en Villaverde alto, pero en un descampado, que paso con la idea de crear uno en condiciones?",0
13878,1,"Cambio de materiales en la elaboracion de pasos de cebra, ya que los que tenemos actualmente causan resbalones y derrapajes tanto a personas como a conductores (sobre todo a vehiculos de 2 ruedas)",1
13879,1,"Los vecinos de la Calle Embajadores, entre los numeros 182 y 198 tenemos que andar hasta 240 metros para cruzar de acera o ir al parque porque no hay paso de peatones.",1
13893,1,Implantar estacionamiento para no residentes en Moratalaz en zona frontera con M30 porque ahora las plazas son ocupadas por gente que viene de fuera que luego coge el metro para ir al centro.,1
13906,1,El barrio de fuencarral en su mayoria con viviendas antiguas que no tienen jarage y no hay sitio para aparcar pero si hay descanpados libres para costruir parkin a un precio accesible a los residentes,0
13913,1,"Es un punto fuera de la M-30 pero cercano, es un lugar de confluencia de mucha gente, y se facilitaria el acceso a los que quieran ir en bici electrica.",0
13985,1,La raqueta en la Avda.,0
13985,2,"Arroyo Fresno con la calle que lleva a la estacion de Renfe de Pitis (tambien estacion de Metro) solo tiene semaforos para los peatones, pero no para regular el trafico.",1
14007,1,Les ruego pongan parquimetros en la zona del Pinar de Chamartin porque los que vivimos aqui no podemos aparcar.,1
14039,1,"Secillamente porque los ciudadanos tenemos DERECHO a respirar aire NO-PESTILENTE, cierre o traslado inmediato de toda actividad que produzca malos olores a los barrios limitrofes",1
14130,1,Mi propuesta seria o arreglar o cambiar los tornos porque fallan muy a menudo y es una desesperacion.,1
14183,1,"Con la calefaccion central se despilfarra mucho porque como se paga lo mismo.......con gasto energetico, contaminacion,....deberian instalarse obligatoriamente ,que cada uno pague lo que consume",1
14189,1,Los coches electricos no son actualmente una opcion real de transporte privado porque no existen puntos de recarga suficientes.,1
14190,1,"Todos hemos sido conscientes a lo largo de los ultimos anos de los delitos fiscales y economicos que algunas empresas han cometido impunemente, pero los ayuntamientos han seguido contratandolas.",1
14224,1,"Propongo que el ayuntamiento cree un nuevo impuesto municipal o grave de alguna manera la actividad de las casas de apuestas en nuestra ciudad, ya que perjudican la salud de los madrilenos.",1
14241,1,"En algunos textos (titulos, preguntas, resumenes, comentarios) el corrector ortografico advierte de las erratas, pero no en el propio texto de la propuesta.",0
14265,1,"El parque Calero es un punto de reunion del barrio, era tan bonito, ahora esta muy sucio el cesped no se cuida, yo ya se que lo de la limpieza es culpa del anterior, pero antes estaba bien.",0
14310,1,Las aceras estan estalladas y en consecuencia levantadas por las raices de los arboles y el asfalto lleno de agujeros.,0
14310,2,La calle esta abandonada pese al numeroso transito ya que es zona de colegios.,1
14311,1,"Seria muy interesante porque es una actividad muy interesante, sobre todos para los ninos ya que no hay ningun club por la zona.",1
14313,1,Hola Foromadrileneros!,0
14313,2,Que nos pasa a los espanoles que siempre tenemos que estar criticando a los demas?,0
14313,3,pero no critica constructiva sino a machacar la opinion y los argumentos de los demas.,0
14330,1,"Al entrar al colegio Santo Domingo Savio, se tapona porque los padres estacionan en doble fila para dejar a sus hijos.",1
14330,2,Crear un rebaje en la acera cerca de G. Noblejas para que paren sin estorbar,0
14337,1,Permitir aparcar bicis en los centros deportivos madrilenos.,0
14337,2,"Sucede lo contrario, ya que en el de El Lago hay varios carteles con la prohibicion, y tambien esta prohibido en Aluche y hay mucho espacio",1
14342,1,"Propongo la creacion de un area canina cercada en el Parque de San Isidro para mejorar la convivencia entre todos los usuarios de esta zona verde, ya que hay espacio suficiente para ello.",1
14344,1,"Asfaltar todos los accesos y calles adyacentes a el hospital 12 de octubre, ya que su acceso a todas las personas enfermas puede suponer un suplicio",1
14356,1,"Valdeacederas es un barrio humilde, pero bello, con edificios pequenos que hace recordar a un pueblo por su tranquilidad.",1
14356,2,"Las obras actuales, pueden gentrificar y destrozar el barrio.",0
14475,1,"Si trabajamos en Madrid ciudad, pasamos muchas horas aqui y nos afectan muchos de sus problemas; es justo que podamos votar las propuestas aunque vivamos en otro municipio.",1
14476,1,Esta propuesta ya ha conseguido considerable de firmas en la plataforma de change.org.,0
14476,2,Me gustaria compartirlo tambien en este espacio ya que me parece una propuesta de gran interes popular,1
14477,1,"Reducir el precio de los alquileres de dichos pisos, ya que lo encuentro abusivo, sobre todo si solo habita una persona.",1
14523,1,Espacio publico convertido en 'semi privado' debido a la mala gestion anterior.,1
14523,2,"La tercera edad y los jovenes no tienen plazas de abono reducido, pero si de abono normal, con un precio desorbitado.",1
14527,1,El 661 para en el Burgo centro de las Rozas cuando podria tambien parar en el poligono Europolis de las Rozas porque hay mucha gente que necesita ir ayi,1
14546,1,Mucha gente viene desde el plantio de Majadahonda al centro de Madrid y despues se vuelven a las tantas de la noche en taxi porque no hay buses circulando,1
14551,1,demasiados decibelios en la musica que llevan hoy dia algunos coches debido a los altavoces tan potentes,1
14552,1,he visto a muchisimas personas caminando sobre sillas de ruedas sin acompanante pero y si necesita coger la RENFE?,0
14552,2,.,0
14552,3,La mayoria de las estaciones no tienen ascensor.,0
14552,4,Como os pondriais en su lugar?,0
14578,1,Tratar con fungicidas los Falsos platanos de la ciudad ya que estan sufriendo una infeccion por hongos y han cambiado el color de sus hojas y pueden llegar a morir,1
14648,1,"no pagar el estacionamiento regulado en donde vives , pagarlo cuando aparques donde no tienes tu residencia , vale que nos oblieguen a pagar por aparcar por todo madrid , pero en tu casa no",0
14657,1,"Mucho llevarnos las manos a la cabeza por la temprana edad en que se empieza a beber, pero estan acostumbrados desde pequenos a lo guay del chateo y el aperitivo de sus mayores.",0
14659,1,"Ruidoso, lento y poco operativo para una ciudad del siglo XXI, pero dado que no tenemos mas remedio que sufrirlo, se solicita una mayor frecuencia de trenes en el metro ligero de Sanchinarro",1
14713,1,"Mucha gente viene desde valdemorillo,Villaviciosa ,Villanueva de lacanada, san Lorenzo del Escorial y despues se vuelven a las tantas de la noche en taxi porque no hay buses circulando",1
14804,1,Desde el pasado agosto de 2016 no se puede practicar el remo debido a la averia de la presa 9.,1
14804,2,"Pese a haberse aprobado su reparacion urgente, a diciembre de 2016 seguimos sin solucion al problema.",0
14805,1,"Se podria arreglar la plaza ya que actualmente sirve para que determinados personajes esten ahi consumiendo bebidas espirituosas y fumando sustancias ilegales, nada bueno.",1
14901,1,Iluminacion en la zona para los perros en el Paque de Cuna verde de Odonell.,0
14901,2,"( Urbis ), ya que es una pena que con lo bien que esta la zona, no se pueda usar en invierno por falta de iluminacion.",1
14904,1,"Me gustaria que hicieran canchas de baloncesto para nuestros hijos,ya que hay muchisimos ninos aficionados a este deporte que sin embargo no pueden jugar por que no llegan a la canasta debido a su alt",1
14906,1,"Necesitamos estaciones de biciMad en nuestros barrios, ya que a pesar de que en el sur de la capital las estaciones estan muy bien distribuidas, el norte de Madrid esta desierto.",1
14974,1,"Hay mucha gente por Alonso Martinez,Alvarado,retiro esperando a que llegue el bus pero siempre tarda mucho no se sabe si es porque hay pocos buses o porque hace muchas paradas y se tira un buen rato",1
15004,1,Estaria bien que hubiese un bus de la EMT de Alonso Martinez a Moncloa porque facilitaria el transporte a las personas que necesitan ir hacia allí y se formaria menos atascos,1
15051,1,Controlar los pisos o bloques con calefaccion central ya que como el trafico o grandes empresas estas tambien contaminan mucho.,1
15078,1,"Actualmente existen muchas lineas de autobuses, pero creo que se deberia dar una vuelta a la organizacion y la distribucion de las mismas.",1
15084,1,"Hace anos ser de Vallecas era un orgullo, pero a dia de hoy da verguenza, asco, reparo y miedo pasear por las calles del puente.",1
15084,2,"Las calles son intransitables, por la basura, las cacas de los perros .",0
15102,1,El horario actual es hasta las 12 de la noche y no se permite descansar a los vecinos hasta entonces.,0
15102,2,no es un horario razonable dado que esta siempre ocupada,0
15129,1,Los vecinos de la zona de Avd.,0
15129,2,Manzanares- P Ermita del Santo cada vez tenemos mas dificil aparcar porque los que vienen a Madrid Rio van en coche,1
15133,1,"Dar utilidad al Teatro de Madrid sito en el distrito de Fuencarral-El Pardo, ya que ahora mismo esta abandonado.",1
15164,1,Parque Europa necesita metro y ademas esque solo tiene buses que tardan 1 hora en llegar a la parada y tiene el cercanias de torrejon pero que esta lejos de parque Europa por eso pido que lo pongan,0
15166,1,"Vigilancia policial en el parque de Tenerife ya que segun he oido hay gente que se dedica a hacer cosas no muy recomendables ni legales, mas vigilancia urgentemente y soluciones al grave problema.",1
15190,1,En la calle Lope de Hoyos exactamente en a la altura del metro Alfonso XIII deberian poner una base para bicicletas pues han peatonalizado el tramo de la de la boca de metro .,1
15190,2,y seria muy bueno,0
15193,1,Limitar a 1-2 coches por vivienda que puedan adquirir el distintivo de residentes para el aparcamiento.,0
15193,2,No sobrecargar los barrios con coches porque es casi imposible aparcar.,1
15202,1,Esta propuesta es para pedir ayuda para los trabajadores del SER y porque deberian tener lo que se recoge en esta propuesta.,1
15216,1,"Marcas las plazas de aparcamiento, del barrio San Blas-Canillejas pues hay muchas sin las marcas y se desperdician muchas plazas",1
15217,1,"Eliminar mas de 3km de residuos de todo tipo (aceites,colchones ,cristales, pero sobre todo escombros)anexos a la M50.",1
15228,1,Las lineas 1 y 7 de metro se cruzan pero no hay un transbordo entre ellas.,1
15228,2,Desde Alonso Cano a Rios Rosas o Iglesia hay apenas 500 m asi que se podria construir un transbordo largo entre ellas.,0
15253,1,"Seria interesante que subiese hasta la calle Minerva, ya que la estacion de Puerta de Arganda esta algo retirada del barrio y somos muchos los que la utilizamos.",1
15256,1,"Crear una base de bicis electricas en la plaza de Ciudad Lineal, ya que la mas cercana esta en la plaza de Manuel Becerra.",1
15257,1,"Traslado del canton de limpieza situado en la esquina de Cerro Negro con Luis Peidro, debido a los ruidos y malos olores que perjudican a los vecinos de la zona.",1
15259,1,Para que se pongan mas wc publicos ya que en muchos bares te piden consumicion y si orinas en la calle te multan.,1
15273,1,"Ya se que es ilegal utilizar el azufre, pero me gustaria que haya multas a las comunidades que utilizaran esto ya que es toxico para los humanos y para los animales.",1
15276,1,"Es necesario plantar mas arboles en todos los huecos de los que han taladro, ya que los talan y dejan el agujero sin replantar y cada vez tenemos menos arboles",1
15298,1,Permitir que los perros de menos de 7 kilos puedan viajar en la cabina en los autobuses de linea ya que muchas personas mayores no tienen vehiculo y tienen que viajar con sus mascotas.,1
15309,1,"Cobrar por aparcar a aquellos que dejan su coche en la calle eternamente esta bien , Pero decir ... si quieres aparcar en mis calles aunque sean 10 min .",1
15309,2,"tienes que pagar, es propio de la mafia .",0
15322,1,"Que la Comunidad de Madrid ofrezca bien sea a traves de una beca de libros o de la aportacion de los textos, libros gratuitos para todo el alumnado ya que son muy caros y de dificil acceso.",1
15343,1,BiciMAD era necesario en Madrid pero el proyecto no ha sido planteado como deberia.,1
15343,2,Se debe mejorar el servicio a traves de varias propuestas clave como integrar biciMAD en el abono transporte,0
15397,1,"Muchos jovenes y ninos desean hacer deporte,una actividad sana , jugando a deportes como el futbol o el baloncesto, pero como deben pagar por dos porterias o canastas eliminan esta actividad",1
15405,1,"Propongo REGULAR la INTENSIDAD LUMINICA de las CRUCES VERDES que utilizan las FARMACIAS para ser localizadas, ya que hacen DANO a la VISTA y molestan a los peatones y a los vecinos que viven al lado.",1
15412,1,Me gustaria que se limitaran el numero a 3 al ano porque he podido constatar que por culpa de los sencillo que resulta hacer las propuestas hay ciudadanos que inundan la web con propuestas.,1
15419,1,"Ese tramo de carril bici tiene puestas las farolas desde siempre pero nunca han iluminado, es una pena por que es un paseo muy agradable.",0
15423,1,"Quitar Zona Azul y Verde del Barrio del Pilar, ya que en la mayoria del Barrio del Pilar no hay problemas de aparcamiento.",1
15436,1,"Crear un cuerpo que se encargue de velar por la limpieza de la ciudad, al margen de barrenderos y demas.",0
15436,2,"Se trataria de multar, aunque sea simbolicamente, a las personas que tiran basura a la calle.",1
15437,1,"Arreglar el asfalto de toda la ciudad, ya que es un peligro para coches, motos y bicicletas.",1
15447,1,"En nombre de la comunidad matematicohablante, quiero pedir mas horas de la clase de matemaricas a la semana, ya que el conocimiento de las mates es el poder",1
15450,1,"Existe una gran parcela al final de las calles de Puentelarra y Castrillo de Aza que con muy poco dinero se podria adaptar para aparcar, por favor estudien esto porque es imposible aparcar.",1
15464,1,"Obligar a los duenos de los bares, la limpieza de sus entradas y lugares donde ponen sus terrazas, pues estan muy sucias y malolientes",1
15492,1,Instalacion o reapertura de las fuentes de la Comunidad de Madrid ya que la gran mayoria de ellas no estan en funcionamiento y en el centro de la capital ni si quiera existen (como en Roma).,1
15508,1,"Solicito que bajen el IVA en la luz, por ser un bien necesario en nuestro dia a dia , ya que no podemos hacer nada para que no la suban,que bajen los impuestos.",1
15531,1,"Metro Diego de Leon salida calle Eraso ampliar horario, cierran a las 21:40, no funcionan las escaleras pero hay un boton para abrir las puertas.",1
15531,2,En todo el dia no hay personal.,0
15537,1,Creo que no hace falta un resumen ya que el titulo es bastante claro.,1
15537,2,No ahogar a los pequenos negocios con tantos impuestos y fomentar la apertura y continuidad lo de los mismos.,0
15538,1,"El Ayuntamiento no concreta si sera bajada de precios para todos o por el contrario subida para las clases mas desprotegidas como pensionistas, estudiantes etc....",1
15548,1,"Rehabilitar todos los edificios, parques, calles, ect.",0
15548,2,"En nuestra ciudad todos conocemos alguna infraestructura cerrada, deteriorada o privatizando servicios, debido a la dejaded de nuestros politico",1
15566,1,"Crear empleo para mayores de 55 anos mujeres, monoparentales y ayudas decentes , ya que se cierran muchas puertas para nuestro futuro...... Y aun nos queda mucho por vivir.",1
15566,2,Y sacar adelannuestros hijo,0
15583,1,"Propongo que el bono para ninos entre los 7 y los 12 anos, sea reducido porque con esa edad hay que acompanarlos y no me parece justo que un nino de 7 anos pague lo mismo que una de 20",1
15594,1,"A parte de la propuesta del billete unico, me gustaria anadir que tambien se eliminara la fecha de caducidad, ej , si yo cargo mi bono de tramporte el dia 15 pues q no caduquen esos viajes ,",1
15635,1,La apertura de compuertas que represan el rio en el tramo del casco urbano para permitir el desarrollo de un ecosistema mas cercano al natural me parece una buena idea pero ello implica su limpieza.,1
15645,1,"Es necesaria una mejora de comunicacion en cuanto a transporte publico/ privado, en el barrio de Butarque, ya que cada vez hay mas vecinos y menos medios.",1
15657,1,Que se cambie la velocidad de ese radar o que se elimine ya que obviamente su finalidad es recaudatoria,0
15682,1,"Los parquimetros no son necesarios en estos distritos, ya que son barrios mayoritariamente de residentes y sin tanto interes turistico como puede tener el centro de Madrid.",1
15689,1,"Desde hace ya muchos anos llevan diciendo que retiraran este puente, por el que circulan miles de vehiculos a diario a altas velocidades, ya que no existe radar de velocidad.",1
15691,1,"Desde hace ya muchos anos llevan diciendo que retiraran este puente, por el que circulan miles de vehiculos a diario a altas velocidades, ya que no existe radar de velocidad.",1
15692,1,Esto evitaria tremendos costos en Sanidad ya que cuidariamos tanto la espalda de nuestros ninos como de nuestros adolescentes y universitarios.,1
15707,1,El bus 5 pasa por general martinez campos pero no para allí.,1
15711,1,"Los vecinos de Valdebebas creemos que no es el momento ni el lugar de este proyecto, pues la zona no necesita ningun tipo de regeneracion urbana, solo desarrollarse como barrio.",1
15718,1,"Hay mucha gente que no tiene bici porque, debido a la situacion actual, casi todos vivimos en casas de menos de 40 metros cuadrados y sin ascensor.",1
15722,1,No entiendo porque se reparte unos plasticos inchables para animar a los corredores durante la carrera.,1
15724,1,"Es imposible ir andando desde Vicalvaro a Vallecas porque no hay aceras, se han hecho varias obras y en ningun momento se ha aprovechado y se ha hecho una acera .",1
15737,1,"Colocar el nombre de la calle ya que en muchos casos o no lo han puesto nunca o al hacer una nueva edificacion lo han quitado y no lo han vuelto a poner, revisar que todas las calles tengan la placa.",1
15746,1,"Remodelar la Plaza de Espana, si, pero mejorando lo ya existente mediante limpieza y conservacion.",0
15746,2,Algun arbol mas y toldos corredizos para el verano.,0
15746,3,Disparate gastar millones en proyectos nuevos.,0
15780,1,Los caballos van dejando caer sus excrementos lo que es natural pero habria que buscar la forma de que fueran recogidas de forma inmediata.,0
15784,1,"El bus 3 esta muy viejo y cabe poca gente pero va muy despacio , el bus 5 necesita ir un poco mas rapido ,el bus 1 va muy despacio el 7 necesita ir un poco mas rapido o poner mas buses",0
15793,1,"Quizas en invierno, no tanto, pero en verano es inconcebible que se creen parques infantiles sin una fuente para beber en su alrededor.",0
15808,1,Desde hace anos se viene reclamando una biblioteca publica en San Fermin.,0
15808,2,La ultima noticia es que el suelo ya estaba adjudicado... pero desde entonces no se ha movido ni un ladrillo.,0
15814,1,Existen multiples carreras populares pero no a todos los barrios llega el atletismo.,1
15814,2,"Por esta razon, hay que poner en marcha en 2018 medidas para llevarlo a los 21 Distritos de Madrid.",0
15826,1,Acudo a la OMIC (Oficina Municipal de Informacion al Consumidor) de Villa de Vallecas sin cita.,0
15826,2,"Pese que no estan atendiendo a nadie, se niegan a ayudarme porque no tengo cita.",1
15835,1,"Hay propuestas que afectan a un % muy pequeno de ciudadanos ya que afectan a un solo distrito y que jamas llegaran a conseguir 27,000 votos.",1
15841,1,"Eliminar los giros prohibidos en el Ensanche, porque para ir a una calle tienes que dar una vuelta a la manzana, con lo que contamina y hasta todo eso.",1
15859,1,Mi propuesta seria mejorar el paseo de Santa Maria de La Cabeza desde plaza de Fernandez Ladreda hasta Madrid Rio ya que a mi parecer esta zona esta muy olvidada y dando mala imagen,1
15887,1,"Este tunel, daria fluidez a los vehiculos, que bajan por el paseo Extremadura a M 30 sur este tunel tenian que haberlo construido cuando se soterro la M- 30, pero creo que aun se puede construir.",0
15887,2,-,0
15901,1,La Pl.,0
15901,2,de la Juventud es pequena pero sufre un abandono,1
15917,1,Todxs somos diversos pero iguales.,0
15917,2,Con los mismos derechos y obligaciones y no con las mismas posibilidades por carecer continuamente de accesibilidad y encontrarnos cada dia con infinidad de BARRERAS,0
15929,1,"Colocacion de papeleras mas grandes, sobre todo en las zonas mas turisticas y donde se reunen los jovenes los fines de semana, ya que suelen estar totalmente llenas y rodeadas de basura.",1
15930,1,Con el fin de agilizar la obtencion de Licencias de Obras y Ordenes de Ejecucion ya que en la actualidad se demoran mas de 5 o 6 meses.,0
15942,1,"Se necesita transporte publico directo (metro/bus) para unir las dos zonas ya que es una pena que estando tan cerca se tarde una hora entre ambas, teniendo que coger dos autobuses actualmente.",1
15945,1,Han abierto Fuente de la Mora porque pensaban que iba a dar salida a las oficinas y al barrio y sin embargo HORTALEZA a 90 min de sol en bus nos tienen totalmente de un servicio EXPRESS de bus al cent,1
15957,1,"No existe barrera entre acera y calzada en este tramo de Embajadores, siendo clave debido a la gran velocidad de los vehiculos y la cantidad de ninos que hay en este barrio",1
15961,1,Cada noche es lo mismo.,0
15961,2,Locales nocturnos en los que se permite entrar gratis a las mujeres simplemente porque ellas son 'el producto'.,0
15961,3,Machismo en estado puro.,0
15977,1,Valorar medidas para reducir en el futuro los coches diesel.,0
15977,2,"Respetando los actualmente matriculados, pero impidiendo matricular nuevos o circular por la almendra central a los no matriculados aun.",1
15979,1,Pedimos que se abra una boca de renfe en Aluche en la esquina Valmojado-Yebenes.,0
15979,2,Solo haria falta abrir hacia el exterior porque el tunel esta hecho.,1
15981,1,Instalacion de un medio de transporte publico que conecte el centro comercial de Islazul con todos los barrios de Villaverde ya que son muchos los vecinos que acuden a dicho centro,1
15996,1,"Los vecinos de la zona San Blas donde esta pensado desarrollarse el proyecto ARTEfacto creemos que no es el proyecto mas necesario ya que en la zona no hay colegios, ni institutos, ni zonas deportivas",1
16027,1,Al lado del polideportivo hay una explanada que la gente utiliza como parking ya que no hay sitios.,1
16027,2,"Embarrada, teniendo que acceder por acera.",0
16027,3,Seria perfecto que se asfaltada e hicieran plazas.,0
16029,1,"Pido al ayuntamiento se dote de luz publica para esta calle, carece de iluminacion en las zonas publicas, es una calle frecuentada ya que es una zona con zona de oficinas, urbanizaciones de viviendas.",1
16040,1,"Ya hay disponibles lineas que conectan las distintas facultades de la UCM con barrios, pero hay muchos que no tienen este servicio, dejando a alumnos y profesores sin un transporte eficiente.",1
16047,1,"Crear un acceso adicional al Barrio de Rejas y Ciudad Pegaso, ya que la unica entrada actual es la calle Alcala",1
16059,1,"Cada dia hay menos aparcamiento, no solo por la cantidad de coches que hay si no por la cantidad de espacios mal aprovechados y porque ambas zonas son aparcamiento alternativo del aeropuerto",1
16076,1,Prolongacion hacia el centro de Madrid de la linea 66 de la EMT hasta Alonso Martinez/ Bilbao ya que el actual recorrido de los autobuses que pasan por Tres Olivos ( Fuencarral) no conectan con centro,1
16084,1,Me gustaria que mejoraseis o construyeseis un skatepark.,0
16084,2,Ya que es un deporte que cada vez es mas popular .,0
16084,3,"En Sanchinarro estaria bastante bien , ya que tenemos uno pequeno y se llena de gente.",1
16107,1,"Este sistema existe actualmente en diversas paradas y se trataria de ampliarlo a toda la red debido a su utilidad, informando de los tiempos de espera hasta la llegada del siguiente autobus.",1
16111,1,"Para desplazarse de un extremo a otro de Arturo Soria es necesario realizar uno o incluso dos transbordos de autobus, ya que no existe ninguna linea que recorra integramente este eje de la zona Norte.",1
16121,1,"Los cubos de basura pequenos que se usan en el centro hacen muchisimo ruido, ya que tienen ruedas de plastico duro.",1
16121,2,Propongo ponerles ruedas de goma y de este modo minimizar la molestia.,0
16138,1,Construccion de un carril-bici de doble direccion para facilitar el transito en una de las zonas mas emblematicas pero mas descuidadas de Madrid.,0
16161,1,Propongo vallar el puente q une Vallecas y Moratalaz ya que no tiene ningun tipo de seguridad.,1
16162,1,"La participacion ciudadana es algo imprescindible en la ciudad del siglo XXI y se agradece iniciativas como Decide Madrid, pero las ultimas votaciones demuestran que el sistema es mejorable.",0
16163,1,nos gusta mucho el futbol pero el mal tiempo nos impide jugarlo.,1
16163,2,tenemos el pabellon villa Madrid pero no lo podemos utilizar.,1
16163,3,no supondria mucho gasto y lo utilizariamos adecuadamente.,0
16164,1,Propongo remodelar las escaleras y llevar una limpieza a fondo y periodica de la zona porque se acumula mucha basura alrededor de las escaleras.,1
16171,1,"Que haya mas lugares habilitados para aparcar las motos en el centro, hay muy pocos para la cantidad de motos que hay, por lo que siempre estan llenos y hay que aparcar en la acera aunque no se quiera",1
16172,1,Que se investigue porque con el dinero de los contribuyentes se estan cambiando marquesinas de la E.M.T que estan en perfecto estado.,1
16172,2,Me parece un despilfarro injustificable.,0
16172,3,( dPT : MEDIOAMBIENTE ),0
16178,1,Por la seguridad de los peatones se deberian podar los setos de las intersecciones entre dos calles ya que dificultan la visibilidad.,1
16182,1,"Ya que el civismo no funciona en muchos casos y entiendo que el animal tiene una necesidad y el dueno un obligacion que se incumple, propongo una ordenanza con una multa pero no simbolica.",0
16183,1,"Propongo que se elimine la utilizacion del photoshop sobre los cuerpos femeninos y/o masculinos en las publicidades; ya que crea falsos canones de belleza, lo que trae aparejado bulimia, anorexia...",1
16189,1,Crear una biblioteca o bien permitir el acceso a las bibliotecas de los centros de mayores del barrio ya que de otra forma nos tenemos que trasladar a Sanchinarro u Hortaleza.,1
16196,1,"Incrementar la presencia policial para impedir el aparcamiento en doble fila, pues entorpece la circulacion, ya poco fluida, y es una falta de respeto hacia los demas.",1
16211,1,"Para favorecer el deporte y debido a que no hay ningun polideportivo del ayuntamiento en la zona centro, se deberian instalar totems de BiciMad en las inmediaciones de estos centros.",1
16217,1,Creacion del centro de salud de montecarmelo ya que el de mirasierra esta totalmente colapsado,1
